	GO_Biological_Process_2023.stat	GO_Biological_Process_2023.pval	GO_Biological_Process_2023.p.adj	GO_Biological_Process_2023.num.genes	GO_Biological_Process_2023.gene.vals
Actin Filament Bundle Assembly (GO:0051017)	0.013796034	0.811384241	0.98679698	25	"LIMA1:434, SHROOM1:824, ESPN:1098, MICAL1:2452, PAWR:2744, EPS8:3383, PDXP:3576, HSP90B1:7610.5, USH1C:7610.5, MYO1B:7610.5, RHOD:7610.5, LCP1:7610.5, BAIAP2L1:7610.5, BAIAP2L2:7610.5, BAIAP2:7610.5, NEDD9:7610.5, EZR:7610.5, ESPNL:7610.5, AIF1L:7610.5, FSCN2:7610.5, FSCN3:7610.5, CORO1B:7610.5, ADD2:7610.5, PLS1:7610.5, SHROOM2:12567"
Actin Filament Bundle Organization (GO:0061572)	0.019044006	0.746862172	0.973639792	24	"LIMA1:434, SHROOM1:824, ESPN:1098, MICAL1:2452, PAWR:2744, RFLNA:3307, EPS8:3383, USH1C:7610.5, MYO1B:7610.5, RHOD:7610.5, LCP1:7610.5, BAIAP2L1:7610.5, BAIAP2L2:7610.5, BAIAP2:7610.5, NEDD9:7610.5, EZR:7610.5, ESPNL:7610.5, AIF1L:7610.5, FSCN2:7610.5, FSCN3:7610.5, CORO1B:7610.5, ADD2:7610.5, PLS1:7610.5, SHROOM2:12567"
Actin Filament Capping (GO:0051693)	-0.031608382	0.671763849	0.962915301	15	"SCIN:60, VIL1:5124.5, ADD2:5124.5, GSN:5124.5, FLII:5124.5, AVIL:5124.5, CAPG:5124.5, TRIOBP:5124.5, ADD3:5124.5, CAPZA2:5124.5, CAPZB:5124.5, CAPZA3:5124.5, EPS8:9352, VILL:10925, SVIL:11810"
Actin Filament Depolymerization (GO:0030042)	-0.084940915	0.405482552	0.939968884	8	"MICAL3:243, WDR1:573, VIL1:5124.5, GSN:5124.5, CFL2:5124.5, DSTN:5124.5, MICAL2:10224, MICAL1:10283"
Actin Filament Network Formation (GO:0051639)	0.019245751	0.860043326	0.989244605	7	"SPIRE1:2427, CARMIL2:2912, SPIRE2:7610.5, LCP1:7610.5, PLS1:7610.5, CARMIL1:7610.5, COBL:7610.5"
Actin Filament Organization (GO:0007015)	0.009288603	0.733804129	0.973158919	113	"HIP1:73, SPTA1:100, TLE6:121, PLA2G1B:146, NLRP5:327, WIPF1:470, MYO19:662, SHROOM3:713, NEBL:915, SVIL:925, GAS2L3:1038, CORO1C:1394, XIRP1:1589, GAS2L2:1728, PRSS8:1751, VILL:1810, INPPL1:1854, HCLS1:1873, ERMN:1941, SPIRE1:2427, SHROOM4:2513, LMOD3:2709, CARMIL2:2912, WAS:3032, MYO1E:3045, MYO5C:3079, MAD2L2:3174, RFLNA:3307, PPP1R9A:3331, TAGLN2:3372, EPS8:3383, ARHGAP12:3442, ALDOA:7610.5, WHAMM:7610.5, BCAR1:7610.5, MYO6:7610.5, VIL1:7610.5, MYO1G:7610.5, MYO5A:7610.5, SPIRE2:7610.5, MYO1B:7610.5, PPP1R9B:7610.5, RHOG:7610.5, RAC3:7610.5, RAC1:7610.5, LCP1:7610.5, EMP2:7610.5, GHRL:7610.5, BAIAP2L1:7610.5, BAIAP2L2:7610.5, FLNA:7610.5, BAIAP2:7610.5, GAS2L1:7610.5, CASS4:7610.5, NEDD9:7610.5, EFS:7610.5, CORO1B:7610.5, PLS1:7610.5, GSN:7610.5, FLII:7610.5, AVIL:7610.5, CAPG:7610.5, DSTN:7610.5, CARMIL1:7610.5, COBL:7610.5, TPM4:7610.5, ACTN1:7610.5, TRPV4:7610.5, MYO7A:7610.5, MYO7B:7610.5, ARHGAP25:7610.5, RUFY3:7610.5, HIP1R:7610.5, ELMO3:7610.5, CORO6:7610.5, CD2AP:7610.5, SH3BP1:7610.5, NRAP:7610.5, POF1B:7610.5, SAMD14:7610.5, MYO5B:7610.5, DLG1:7610.5, FAT1:7610.5, CLRN1:7610.5, NOSTRIN:7610.5, TAGLN3:7610.5, SH3KBP1:7610.5, CORO1A:7610.5, CNN3:7610.5, CNN2:7610.5, ENAH:7610.5, LMOD2:7610.5, KASH5:7610.5, CGNL1:7610.5, ACTL8:7610.5, MYO1F:7610.5, MYO1C:7610.5, MYO1D:7610.5, MYO1A:7610.5, MYO15A:7610.5, EVL:7610.5, MYO1H:7610.5, DBN1:7610.5, RND1:7610.5, RAC2:7610.5, ARHGEF2:11680, TCAP:12093, ELMO1:12180, CNN1:12338, LMOD1:12468, SHROOM2:12567, SCIN:12675, NEB:12676"
Actin Filament Polymerization (GO:0030041)	-0.019566557	0.750826478	0.973639792	22	"WASF3:901, VIL1:5124.5, CORO7:5124.5, SPIRE2:5124.5, RAC1:5124.5, ARHGAP6:5124.5, MICALL2:5124.5, GSN:5124.5, COBL:5124.5, TTC17:5124.5, DIAPH1:5124.5, DIAPH2:5124.5, WASHC5:5124.5, PSTPIP2:5124.5, CATIP:5124.5, PSTPIP1:5124.5, JAK2:5124.5, FHDC1:9198, DIAPH3:9593, WAS:9703, SPIRE1:10308, PREX1:11332"
Actin Filament Reorganization (GO:0090527)	-0.091973751	0.52409093	0.939968884	4	"WHAMM:5124.5, CASS4:5124.5, NEDD9:5124.5, EFS:5124.5"
Actin Filament-Based Transport (GO:0099515)	0.010093351	0.882185655	0.989244605	18	"SYNE2:195, MYO19:662, MYO1E:3045, MYO5C:3079, MYO6:7610.5, MYO1G:7610.5, MYO5A:7610.5, MYO1B:7610.5, MYO7A:7610.5, MYO7B:7610.5, MYO5B:7610.5, MYO1F:7610.5, MYO1C:7610.5, MYO1D:7610.5, MYO1A:7610.5, MYO15A:7610.5, MYO1H:7610.5, SUN2:7610.5"
Actin Nucleation (GO:0045010)	-0.02213239	0.774379273	0.97712491	14	"SCIN:60, LMOD1:267, ARPC1A:5124.5, WHAMM:5124.5, ARPC5L:5124.5, ARPC3:5124.5, ARPC2:5124.5, TRIM27:5124.5, WASHC1:5124.5, LMOD2:5124.5, LMOD3:10026, ARPC5:10411, IQGAP2:11230, JMY:11383"
Actin Polymerization Or Depolymerization (GO:0008154)	-0.018885731	0.687320119	0.966620696	38	"SCIN:60, MICAL3:243, WDR1:573, WASF3:901, VIL1:5124.5, CORO7:5124.5, SPIRE2:5124.5, RAC1:5124.5, ARHGAP6:5124.5, GHRL:5124.5, MICALL2:5124.5, GSN:5124.5, FLII:5124.5, AVIL:5124.5, CAPG:5124.5, CFL2:5124.5, DSTN:5124.5, COBL:5124.5, ENAH:5124.5, EVL:5124.5, TTC17:5124.5, DIAPH1:5124.5, DIAPH2:5124.5, WASHC5:5124.5, PSTPIP2:5124.5, CATIP:5124.5, PSTPIP1:5124.5, JAK2:5124.5, FHDC1:9198, DIAPH3:9593, WAS:9703, MICAL2:10224, MICAL1:10283, SPIRE1:10308, VILL:10925, PREX1:11332, SVIL:11810, WIPF1:12265"
Actin-Mediated Cell Contraction (GO:0070252)	-0.19281819	0.077312931	0.679125738	7	"CAMK2D:477, PARVA:881, PIK3CA:5124.5, EMP2:5124.5, CCDC88C:5124.5, GSN:5124.5, EPDR1:5124.5"
Actin-Myosin Filament Sliding (GO:0033275)	-0.233840016	0.022014694	0.627203235	8	"MYH2:116, MYH8:292, MYH7:705, MYH3:5124.5, MYH4:5124.5, MYH6:5124.5, MYL6:5124.5, TNNT2:5124.5"
Action Potential (GO:0001508)	-0.097648725	0.091199236	0.694795882	25	"CHRNA4:336, KCNQ1:643, CHRNA1:1028, SCN5A:5124.5, GNA15:5124.5, GNA11:5124.5, GNAQ:5124.5, CLN3:5124.5, MYH7B:5124.5, KCNH6:5124.5, KCNH7:5124.5, KCNB1:5124.5, KCNE1:5124.5, KCNE4:5124.5, KCNA2:5124.5, SRI:5124.5, SLC4A3:5124.5, KCNMB3:5124.5, KCNMB4:5124.5, DMD:5124.5, KCNJ2:5124.5, YWHAH:5124.5, KCNH2:5124.5, KCNE2:10526, ANK3:11536"
Activation Of GTPase Activity (GO:0090630)	-0.048191863	0.134589927	0.792634319	81	"TIAM2:104, APC2:175, ARHGEF16:277, TBC1D16:400, TIAM1:441, SCRIB:802, MTSS2:863, TBC1D8:952, FOXJ1:998, RASGRP1:5124.5, CXCL13:5124.5, EPHA2:5124.5, USP6NL:5124.5, BCAS3:5124.5, SGSM2:5124.5, TBC1D14:5124.5, RHOG:5124.5, SGSM3:5124.5, RASGRF1:5124.5, ARHGEF10:5124.5, CCL21:5124.5, CCR7:5124.5, SIPA1L1:5124.5, SYDE1:5124.5, PIP5K1A:5124.5, ARHGAP25:5124.5, TBC1D2B:5124.5, TSC1:5124.5, RALGAPB:5124.5, TBC1D25:5124.5, NGEF:5124.5, EPHA1:5124.5, TBC1D9B:5124.5, GPR65:5124.5, ARHGAP45:5124.5, ARHGAP42:5124.5, TBC1D15:5124.5, TBC1D17:5124.5, TBC1D8B:5124.5, ARHGEF15:5124.5, RAP1GAP2:5124.5, BCR:5124.5, DOCK7:5124.5, ARHGAP22:5124.5, GARNL3:5124.5, GRTP1:5124.5, AGAP3:5124.5, AGAP2:5124.5, RAP1GAP:5124.5, AGAP1:5124.5, EVI5:5124.5, RALGAPA2:5124.5, TBC1D9:5124.5, RANGAP1:5124.5, TBC1D1:5124.5, SGSM1:5124.5, TBC1D2:5124.5, TBC1D4:5124.5, TBC1D5:5124.5, TBC1D7:5124.5, SIPA1:5124.5, SIPA1L2:5124.5, TBC1D30:5124.5, TBC1D22A:5124.5, TBC1D10A:5124.5, TBC1D10C:5124.5, TBC1D12:9113, SLC27A4:9439, TBCK:9866, CCDC125:10169, SIPA1L3:10289, TBC1D21:10318, RALGAPA1:10575, ECT2:10642, CORO1C:11341, ARHGAP24:11621, ARHGEF26:11759, ARHGAP29:12140, GMIP:12159, ARHGEF19:12363, SYDE2:12482"
Activation Of NF-kappaB-inducing Kinase Activity (GO:0007250)	-0.082846752	0.364387295	0.939968884	10	"TRAF2:55, MALT1:5124.5, TRAF6:5124.5, TLR3:5124.5, IRAK1:5124.5, TLR6:5124.5, TNFSF15:5124.5, CARD14:5124.5, CHI3L1:5124.5, ZFP91:11462"
Activation Of Adenylate Cyclase Activity (GO:0007190)	0.007474846	0.915054629	0.989743607	17	"TMIGD3:1513, PRSS8:1751, ADORA3:1992, EDNRA:2965, P2RY11:3572, LHCGR:7610.5, GIPR:7610.5, AVPR2:7610.5, GLP1R:7610.5, ADRB1:7610.5, ADRB2:7610.5, ADRB3:7610.5, ADCYAP1:7610.5, CALCR:7610.5, ADORA2B:7610.5, DRD5:7610.5, CRHR1:12276"
Activation Of Cysteine-Type Endopeptidase Activity (GO:0097202)	-0.084956327	0.271190035	0.870628617	14	"PERP:282, GRIN2A:593, CYCS:722, CASP8:5124.5, CIDEB:5124.5, CASP9:5124.5, FADD:5124.5, TBC1D10A:5124.5, CYFIP2:5124.5, ASPH:5124.5, LGMN:5124.5, RIPK2:9745, BAK1:9841, BAD:10963"
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process (GO:0006919)	-0.011541598	0.795985946	0.982972218	42	"CASP2:308, CYCS:722, MUL1:769, HSPE1:5124.5, CASP8:5124.5, LCK:5124.5, CRADD:5124.5, NKX3-1:5124.5, BID:5124.5, CASP9:5124.5, PIDD1:5124.5, EIF2AK3:5124.5, TNFSF15:5124.5, NGFR:5124.5, FASLG:5124.5, HIP1R:5124.5, JAK2:5124.5, APAF1:5124.5, SENP1:5124.5, PDCD2:5124.5, S100A8:5124.5, CNTN1:5124.5, DIABLO:5124.5, NOD1:5124.5, BCL2L13:5124.5, PYCARD:5124.5, EGLN3:5124.5, COL4A3:5124.5, ATP2A3:5124.5, ROBO1:5124.5, AIFM1:5124.5, IFT57:5124.5, F2R:9258, TNF:9500, LAPTM5:9813, FAM162A:10588, MAPT:10860, SLC22A2:10895, BAD:10963, NLRP12:11162, SORD:12462, HIP1:12662"
Activation Of Cysteine-Type Endopeptidase Activity Involved In Apoptotic Process By Cytochrome C (GO:0008635)	-0.208257622	0.211557735	0.814887427	3	"CYCS:722, CASP9:5124.5, DIABLO:5124.5"
Activation Of Phospholipase C Activity (GO:0007202)	0.022432979	0.703782276	0.970801259	24	"P2RY12:336, PTH:582, S1PR4:1269, RASGRP4:1552, CD86:2494, EDNRA:2965, SELE:3123, HTR2B:3616, ITK:7610.5, EGFR:7610.5, GNA15:7610.5, GNAQ:7610.5, HTR2A:7610.5, ARHGAP6:7610.5, TXK:7610.5, AVPR1A:7610.5, AVPR1B:7610.5, NMUR1:7610.5, PLCB2:7610.5, C5AR1:7610.5, LPAR2:7610.5, P2RY6:7610.5, PHB2:12297, GPR55:12706"
Activation Of Protein Kinase B Activity (GO:0032148)	-0.075533994	0.31126251	0.912024504	15	"IL18:258, PDPK1:640, GAS6:5124.5, MTOR:5124.5, IGF1:5124.5, INS:5124.5, PINK1:5124.5, WNT5A:5124.5, INSR:5124.5, OSBPL8:5124.5, ADRA2B:5124.5, PPIA:5124.5, PDGFB:5124.5, CCDC88A:10975, NRG1:11964"
Activation Of Protein Kinase Activity (GO:0032147)	-0.027597006	0.46411836	0.939968884	59	"TRAF2:55, PTK2B:63, IL18:258, PHB2:438, TGFBR2:546, PDPK1:640, IL4:5124.5, MALT1:5124.5, GAS6:5124.5, TAOK2:5124.5, MTOR:5124.5, IGF1:5124.5, TRAF6:5124.5, TLR3:5124.5, CAMKK2:5124.5, IRAK1:5124.5, TLR6:5124.5, CARD10:5124.5, TNFSF15:5124.5, CARD14:5124.5, CHI3L1:5124.5, SLC11A1:5124.5, KIF14:5124.5, LEP:5124.5, INS:5124.5, RIPK3:5124.5, EMP2:5124.5, PINK1:5124.5, WNT5A:5124.5, CHRNA3:5124.5, JAK2:5124.5, ADRB2:5124.5, INSR:5124.5, OSBPL8:5124.5, ADRA2B:5124.5, PPIA:5124.5, PDGFB:5124.5, PRLR:5124.5, STRADA:5124.5, STRADB:5124.5, AXIN1:5124.5, VEGFA:5124.5, ADCY8:5124.5, TOM1L1:5124.5, CAB39:5124.5, ITGB3:5124.5, STK11:9596, PIBF1:9826, PRRC1:9847, CD86:10241, ECT2:10642, CCDC88A:10975, ZFP91:11462, PRKCD:11717, TPX2:11831, NRG1:11964, ADRA2A:12003, BORA:12089, CLSPN:12302"
Activation Of Transmembrane Receptor Protein Tyrosine Kinase Activity (GO:0007171)	0.085705633	0.6071611	0.950426317	3	"NRG1:771, CHRNA3:7610.5, PRLR:7610.5"
Activin Receptor Signaling Pathway (GO:0032924)	0.077876553	0.393869345	0.939968884	10	"BMP10:1405, GDF2:2306, ACVR1B:2505, GDF7:2598, ACVR2B:7610.5, ACVR2A:7610.5, HJV:7610.5, SMAD4:7610.5, SMAD2:7610.5, ACVR1C:7610.5"
Actomyosin Structure Organization (GO:0031032)	-0.071626427	0.053382078	0.679125738	61	"LMOD1:267, TNNT1:406, OBSCN:448, ROCK2:515, CAPN3:552, WDR1:573, KRT19:605, CSRP3:609, TCAP:642, PHACTR1:661, MYH7:705, MYOM2:810, MYL9:1131, MYH3:5124.5, MYH6:5124.5, ARRB1:5124.5, MYO18A:5124.5, ROCK1:5124.5, CDC42BPG:5124.5, CDC42BPB:5124.5, MYH9:5124.5, FLII:5124.5, LMOD2:5124.5, TNNT2:5124.5, MYH7B:5124.5, SYNPO2L:5124.5, ZYX:5124.5, PDLIM1:5124.5, CSRP2:5124.5, CSRP1:5124.5, ANKRD1:5124.5, FLNC:5124.5, MYH10:5124.5, MYH11:5124.5, SORBS1:5124.5, KLHL41:5124.5, FRMD3:5124.5, TJP1:5124.5, CASQ1:5124.5, MYLK3:5124.5, ITGB5:5124.5, F11R:5124.5, ALKBH4:5124.5, EPB41L5:5124.5, EPB41L4B:5124.5, EPB41L1:5124.5, EPB41L2:5124.5, MYOZ1:5124.5, FHDC1:9198, EPB41:9501, LMOD3:10026, TMOD3:10292, FAM171A1:10502, FHOD3:11033, SIX4:11175, ITGB1:11319, BMP10:11330, MYOZ2:11486, EPB41L3:11499, MYPN:12467, EPB41L4A:12474"
Acute Inflammatory Response (GO:0002526)	0.076298318	0.262596075	0.864306518	18	"EHHADH:78, IL22:954, SIGIRR:1387, HP:1414, VNN1:1448, IL6:1487, CD6:3528, TNFSF4:7610.5, INS:7610.5, CNTN1:7610.5, MYLK3:7610.5, ANO6:7610.5, APCS:7610.5, CEBPB:7610.5, ITIH4:7610.5, IL6R:7610.5, ELANE:7610.5, NLRP6:11797"
Acute-Phase Response (GO:0006953)	0.138181818	0.151200813	0.814887427	9	"EHHADH:78, IL22:954, SIGIRR:1387, IL6:1487, INS:7610.5, APCS:7610.5, CEBPB:7610.5, ITIH4:7610.5, IL6R:7610.5"
acyl-CoA Biosynthetic Process (GO:0071616)	0.045746186	0.58328407	0.947791985	12	"GCDH:286, HTD2:1159, PPCS:1659, SLC27A2:1954, DIP2A:7610.5, MLYCD:7610.5, ACSS2:7610.5, ACSS1:7610.5, ACAT1:7610.5, PPT2:7610.5, PPT1:7610.5, ACLY:11766"
acyl-CoA Metabolic Process (GO:0006637)	0.013259858	0.825853712	0.988080918	23	"ACOT12:109, ACACB:1104, ACSL6:1146, ACOT8:2377, OXSM:2435, ACSF2:3039, DLST:7610.5, OGDH:7610.5, MLYCD:7610.5, HMGCS1:7610.5, ACOT9:7610.5, SUCLA2:7610.5, SUCLG2:7610.5, ACOT7:7610.5, ACOT6:7610.5, ACOT4:7610.5, ACSM4:7610.5, ACSM3:7610.5, ACSM2A:7610.5, ACSM2B:7610.5, ACSM5:7610.5, MCEE:7610.5, HMGCS2:12083"
Acylglycerol Biosynthetic Process (GO:0046463)	0.005252515	0.936848762	0.99049761	19	"PLCE1:930, GPAT3:1851, LPIN3:1890, DGAT2L6:2092, PLA2G4A:3332, LPGAT1:7610.5, DGAT2:7610.5, DGAT1:7610.5, MOGAT3:7610.5, MOGAT2:7610.5, MOGAT1:7610.5, PLA2G15:7610.5, LPIN1:7610.5, AWAT2:7610.5, GPAM:7610.5, GPAT2:7610.5, LPIN2:7610.5, PNPLA2:7610.5, GCK:11945"
Acylglycerol Catabolic Process (GO:0046464)	-0.010228301	0.877382635	0.989244605	19	"DAGLA:668, ABHD16A:733, PNPLA5:953, LCP1:5124.5, PNPLA2:5124.5, LYPLA2:5124.5, DAGLB:5124.5, ABHD12B:5124.5, APOA2:5124.5, ABHD6:5124.5, ABHD16B:5124.5, CPS1:5124.5, PNPLA4:5124.5, FAAH:9354, APOA5:9651, MGLL:10065, LIPE:10681, LIPC:11876, PNLIPRP2:12094"
Acylglycerol Homeostasis (GO:0055090)	0.024753143	0.71627137	0.972368033	18	"RORA:88, ANGPTL3:319, LIPC:859, APOA4:2026, APOA5:3084, APOC4:3151, LCP1:7610.5, PLA2G12B:7610.5, PNPLA8:7610.5, NR1H3:7610.5, ANGPTL8:7610.5, MLXIPL:7610.5, APOC2:7610.5, ANGPTL4:7610.5, APOE:7610.5, SCARB1:7610.5, APOA1:11867, IL18:12477"
Acylglycerol Metabolic Process (GO:0006639)	-0.014251285	0.783758272	0.978406877	31	"DGKI:24, PGS1:112, GCK:790, DGKD:852, LCP1:5124.5, DGAT2:5124.5, DGAT1:5124.5, AWAT2:5124.5, PNPLA2:5124.5, LYPLA2:5124.5, APOA2:5124.5, ABHD6:5124.5, APOE:5124.5, CAV3:5124.5, DGKZ:5124.5, DGKQ:5124.5, GALK2:5124.5, DGKH:5124.5, DGKG:5124.5, DGKB:5124.5, LMF1:5124.5, APOH:5124.5, DGKA:9252, SEL1L:9490, APOA5:9651, GK5:10058, MGLL:10065, DGAT2L6:10643, DGKK:12035, PNLIPRP2:12094, DGKE:12557"
Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460)	-0.091821079	0.190102567	0.814887427	17	"IL18:258, STAT3:816, CD70:5124.5, MSH2:5124.5, GNL1:5124.5, MYO1G:5124.5, TLR4:5124.5, JAG1:5124.5, CD8A:5124.5, BTN3A2:5124.5, C4BPA:5124.5, BTN3A3:5124.5, IL18BP:5124.5, IL12B:5124.5, EBI3:5124.5, CR2:9555, SLA2:10005"
Adenine Nucleotide Transport (GO:0051503)	-0.089010175	0.232778376	0.82165222	15	"LRRC8E:532, ABCC5:834, SLC25A42:5124.5, SLC25A41:5124.5, SLC25A24:5124.5, SLC25A5:5124.5, SLC25A23:5124.5, CALHM1:5124.5, CALHM3:5124.5, SLC17A9:5124.5, SLC35B2:5124.5, LRRC8D:5124.5, SLC19A1:5124.5, SLC35B3:9876, ABCC6:9891"
Adenosine Metabolic Process (GO:0046085)	-0.091973751	0.52409093	0.939968884	4	"NT5C1A:5124.5, NT5C2:5124.5, ADAL:5124.5, ADA:5124.5"
Adenosine To Inosine Editing (GO:0006382)	-0.091973751	0.52409093	0.939968884	4	"ADARB1:5124.5, ADARB2:5124.5, ADAD2:5124.5, ADAT2:5124.5"
Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway (GO:0007189)	-0.019846953	0.52797219	0.940544197	85	"ADCY1:3, ADGRB1:27, MC4R:92, ADGRG7:182, ADCY2:272, CRHR1:459, RAMP2:468, DRD2:495, MC3R:559, ADGRG5:597, PTGER4:615, GNAS:803, PTGIR:844, ADCY9:940, ADGRG3:5124.5, MC1R:5124.5, GNAQ:5124.5, PTH1R:5124.5, LHCGR:5124.5, MC5R:5124.5, CALCRL:5124.5, VIP:5124.5, ADGRG1:5124.5, CXCL10:5124.5, CXCL11:5124.5, GPR65:5124.5, GIPR:5124.5, GLP1R:5124.5, ADRB1:5124.5, ADRB2:5124.5, ADRB3:5124.5, ADCYAP1:5124.5, CALCR:5124.5, ADORA2B:5124.5, DRD5:5124.5, ADRA2B:5124.5, ADCY8:5124.5, GPR161:5124.5, UTS2:5124.5, PF4:5124.5, ADCY5:5124.5, ADCY3:5124.5, ADCY7:5124.5, ADCY6:5124.5, GPR157:5124.5, ADGRF2:5124.5, GPR101:5124.5, GHRHR:5124.5, ADGRG2:5124.5, ADGRG6:5124.5, ADGRD1:5124.5, ADORA2A:5124.5, CXCL9:5124.5, ADM:5124.5, ADRA1D:5124.5, ADRA1B:5124.5, GPR3:5124.5, ADGRB2:5124.5, RAMP1:5124.5, GPHA2:5124.5, PTGER1:5124.5, PTGER2:5124.5, ADGRE3:9117, ADGRB3:9637, GIP:9698, ADGRL3:9949, GHRH:10078, ADGRL4:10714, PTGER3:10839, ADGRE1:10944, PTHLH:11043, ADGRF3:11573, ADGRF4:11784, UCN3:11996, MC2R:11997, ADRA2A:12003, ADGRL2:12008, PTH:12153, ADGRG4:12223, RAPGEF2:12337, DRD3:12382, ADGRF5:12407, ADCY4:12689, ADGRF1:12726, PTGFR:12729"
Adenylate Cyclase-Activating Adrenergic Receptor Signaling Pathway (GO:0071880)	0.007710963	0.923328496	0.989743607	13	"DRD3:353, RAPGEF2:398, ADRA2A:732, ADRB1:7610.5, ADRB2:7610.5, ADRB3:7610.5, DRD5:7610.5, ADRA2B:7610.5, GPR101:7610.5, ADRA1D:7610.5, ADRA1B:7610.5, AKAP13:7610.5, DRD2:12240"
Adenylate Cyclase-Activating Dopamine Receptor Signaling Pathway (GO:0007191)	-0.017666061	0.91560221	0.989743607	3	"GNAS:803, DRD5:5124.5, DRD3:12382"
Adenylate Cyclase-Inhibiting G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007197)	-0.15392642	0.191672422	0.814887427	6	"HRH3:326, CHRM2:800, CHRM3:5124.5, CHRM5:5124.5, HRH4:5124.5, OPRM1:9595"
Adenylate Cyclase-Inhibiting G Protein-Coupled Receptor Signaling Pathway (GO:0007193)	-0.097365193	0.040591886	0.670604281	37	"HRH3:326, FPR2:386, DRD2:495, GRM8:693, OPRK1:694, MCHR1:778, CHRM2:800, OPRL1:1027, GABBR1:1099, CHRM3:5124.5, CHRM5:5124.5, HRH4:5124.5, HTR1F:5124.5, HTR1D:5124.5, HTR1B:5124.5, HTR1A:5124.5, HTR5A:5124.5, MTNR1A:5124.5, GNAI3:5124.5, FLNA:5124.5, ADCY5:5124.5, ADCY7:5124.5, ADCY6:5124.5, GPR37L1:5124.5, MARCO:5124.5, GPR37:5124.5, GNAI1:5124.5, GNAI2:5124.5, RGS1:5124.5, PDE2A:5124.5, FFAR3:5124.5, OPRM1:9595, PSAP:9733, ADRA2A:12003, DRD3:12382, P2RY12:12399, ADCY4:12689"
Adenylate Cyclase-Inhibiting Serotonin Receptor Signaling Pathway (GO:0007198)	-0.091983037	0.47629028	0.939968884	5	"HTR1F:5124.5, HTR1D:5124.5, HTR1B:5124.5, HTR1A:5124.5, HTR5A:5124.5"
Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188)	-0.067690999	0.01005632	0.481014825	122	"ADCY1:3, ADGRB1:27, MC4R:92, VIPR1:103, ADGRG7:182, CRHR2:186, ADCY2:272, FPR2:386, VIPR2:423, CRHR1:459, RAMP2:468, MC3R:559, ADGRG5:597, PTGER4:615, GRM8:693, OPRK1:694, MCHR1:778, CHRM2:800, GNAS:803, PTGIR:844, ADCY9:940, OPRL1:1027, GABBR1:1099, ADGRG3:5124.5, MC1R:5124.5, GNA15:5124.5, GNA11:5124.5, GNAQ:5124.5, HTR1F:5124.5, HTR1D:5124.5, HTR1B:5124.5, MTNR1A:5124.5, PTH1R:5124.5, LHCGR:5124.5, MC5R:5124.5, CALCRL:5124.5, GNAI3:5124.5, VIP:5124.5, ADGRG1:5124.5, CACNA1D:5124.5, CXCL10:5124.5, CXCL11:5124.5, GPR65:5124.5, GIPR:5124.5, AVPR2:5124.5, GLP1R:5124.5, ADRB2:5124.5, ADRB3:5124.5, ADCYAP1:5124.5, CALCR:5124.5, ADORA2B:5124.5, DRD5:5124.5, ADCY8:5124.5, GPR161:5124.5, UTS2:5124.5, PF4:5124.5, ADCY5:5124.5, ADCY3:5124.5, ADCY7:5124.5, ADCY6:5124.5, GPR157:5124.5, ADGRF2:5124.5, GHRHR:5124.5, ADGRG2:5124.5, ADGRG6:5124.5, ADGRD1:5124.5, ADORA2A:5124.5, CXCL9:5124.5, ADM:5124.5, ADRA1D:5124.5, ADRA1B:5124.5, GPR3:5124.5, ADGRB2:5124.5, RAMP1:5124.5, GPHA2:5124.5, PTGER1:5124.5, PTGER2:5124.5, GPR37L1:5124.5, MARCO:5124.5, GPR37:5124.5, GNAI1:5124.5, GNAI2:5124.5, RGS1:5124.5, PDE2A:5124.5, FFAR3:5124.5, GNAT1:5124.5, GNAL:5124.5, GNAZ:5124.5, ADCYAP1R1:5124.5, RIMS2:5124.5, GPR171:5124.5, GALR2:5124.5, GRK5:5124.5, WASF2:5124.5, CCR3:5124.5, GLP2R:5124.5, SCTR:5124.5, PTH2R:5124.5, ADGRE3:9117, GALR3:9223, ADGRB3:9637, GIP:9698, PSAP:9733, ADGRL3:9949, GHRH:10078, ADGRL4:10714, PTGER3:10839, ADGRE1:10944, PTHLH:11043, ADGRF3:11573, ADGRF4:11784, UCN3:11996, MC2R:11997, ADRA2A:12003, ADGRL2:12008, PTH:12153, ADGRG4:12223, P2RY12:12399, ADGRF5:12407, ADCY4:12689, ADGRF1:12726, PTGFR:12729"
Adherens Junction Assembly (GO:0034333)	-0.138428023	0.204725969	0.814887427	7	"RAMP2:468, CTNNB1:906, PAK2:5124.5, TBCD:5124.5, PIP5K1C:5124.5, JAM3:5124.5, ZNF703:9936"
Adherens Junction Maintenance (GO:0034334)	-0.244042811	0.058788039	0.679125738	5	"MTSS1:98, KIFC3:589, TJP1:5124.5, PLEKHA7:5124.5, INAVA:5124.5"
